Id,Needs_NSC_Review__c,NSC_Review_Reason__c,Index (for debugging)
003f400000KvxUsAAJ,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Jun 2017 start),4086
003f400000TlTKLAA3,True,<Changed>New unreported left college: De Anza College (Jul 2018 start),3356
003f400000TlTM1AAN,True,<Changed>New unreported left college: Canada College (Aug 2018 start),142
003f400000TlTK7AAN,True,<Not changed>NSC indicates still attending (currently Withdrew): De Anza College (Sep 2018 start currently 07/04/2019 end),4127
003f400000TlTSvAAN,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2018 start),2840
003f400000TlTOlAAN,True,<Changed>New unreported left college: San Francisco State University (Aug 2018 start),173
003f400000KvxRoAAJ,True,<Changed>New unreported left college: Lake Tahoe Community College (Jul 2018 start),3289
003f400000KvxRoAAJ,True,<Changed>New unreported left college: California Polytechnic State University-San Luis Obispo (Sep 2015 start),3288
003f400000KvxRoAAJ,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Jun 2016 start),3291
003f400000KvxQ4AAJ,True,<Not changed>Graduation not confirmed (Attending in NSC): University of California-San Francisco (Sep 2019 start),2969
003f400000KvxV4AAJ,True,<Not changed>NSC indicates still attending (currently Withdrew): De Anza College (Sep 2017 start currently 09/30/2020 end),1343
003f40000169i0kAAA,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2020 start),3778
003f40000169hrbAAA,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2020 start),2449
003f400000KvxJXAAZ,True,<Changed>New unreported graduation (was Withdrew): Humboldt State University (Dec 2018),1307
003f400000KvxWmAAJ,True,<Changed>New unreported left college: Gavilan College (Jun 2018 start),3684
003f400000KvxWmAAJ,True,<Changed>New unreported left college: California State University-Sacramento (Jan 2019 start),3682
003f400000KvxQvAAJ,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Jan 2017 start),218
003f40000169uETAAY,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2019 start),190
003f400000KvxLkAAJ,True,<Changed>New unreported left college: Kapiolani Community College (Jan 2019 start),3484
003f40000169hqKAAQ,True,<Not changed>NSC indicates still attending (currently Withdrew): University of Washington-Seattle Campus (Sep 2019 start currently 10/01/2020 end),3038
003f400000KvxRXAAZ,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Aug 2015 start),2971
003f400000KvxVsAAJ,True,<Not changed>NSC indicates still attending (currently Withdrew): De Anza College (Sep 2016 start currently 02/06/2020 end),1059
003f400000TlTREAA3,True,<Changed>New unreported left college: San Jose State University (Aug 2018 start),3421
003f40000169hvLAAQ,True,<Not changed>NSC indicates still attending (currently Withdrew): Canada College (Jan 2020 start currently 09/04/2020 end),709
003f400000TlTPiAAN,True,<Changed>New unreported left college: San Jose State University (Aug 2018 start),758
003f400000TlTPiAAN,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jan 2020 start),759
003f400000KvxfnAAB,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2017 start),2338
003f400000TlTPpAAN,True,<Changed>New unreported left college: California State University-Sacramento (Aug 2018 start),2942
003f400000KvxYrAAJ,True,<Changed>New unreported left college: University of California-Santa Barbara (Jun 2017 start),1356
003f400000KvxftAAB,True,<Changed>New unreported left college: Notre Dame de Namur University (Aug 2017 start),2957
003f400000KvxftAAB,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Jan 2019 start),2956
003f400000KvxczAAB,True,<Added>NSC indicates previously unreported enrollment (Graduated):  (Sep 2017 start),409
003f400000KvxWtAAJ,True,<Changed>New unreported left college: Canada College (Aug 2017 start),1076
003f400000KvxX1AAJ,True,<Changed>New unreported left college: Foothill College (Jul 2018 start),2327
003f400000OdnFZAAZ,True,<Changed>New unreported left college: Foothill College (Sep 2018 start),1031
003f400000TlTPnAAN,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2019 start),2089
003f400000KvxLbAAJ,True,<Changed>New unreported left college: Foothill College (Sep 2018 start),2214
003f400000KvxRgAAJ,True,<Changed>New unreported left college: De Anza College (Jul 2018 start),687
003f400000KvxQpAAJ,True,<Changed>New unreported left college: San Jose State University (Aug 2017 start),789
003f400000KvxdRAAR,True,<Added>NSC indicates previously unreported enrollment (Withdrew):  (Sep 2017 start),2423
003f400000KvxVZAAZ,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Sep 2018 start),1674
003f400000KvxWFAAZ,True,<Changed>New unreported left college: Whatcom Community College (Jun 2018 start),1263
003f400000KvxXxAAJ,True,<Changed>New unreported left college: College of San Mateo (Jun 2018 start),1685
003f40000169hupAAA,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2019 start),3898
003f400000KvxdgAAB,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2018 start),2382
003f400000KvxWGAAZ,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Jun 2018 start),2036
003f400000KvxehAAB,True,<Changed>New unreported left college: San Francisco State University (Aug 2017 start),1215
003f400000TlTKHAA3,True,<Changed>New unreported left college: San Jose State University (Aug 2018 start),2367
003f400000KvxY5AAJ,True,<Changed>New unreported left college: Foothill College (Sep 2018 start),3699
003f40000169hzKAAQ,True,<Not changed>NSC indicates still attending (currently Withdrew): Lane Community College (Jan 2020 start currently 03/21/2020 end),467
003f400000KvxUVAAZ,True,<Changed>New unreported left college: De Anza College (Jul 2018 start),4252
003f400000KvxUVAAZ,True,<Changed>New unreported left college: Foothill College (Apr 2018 start),4250
003f400000KvxVOAAZ,True,<Added>NSC indicates previously unreported enrollment (Withdrew):  (Sep 2017 start),2590
003f400000KvxV0AAJ,True,<Added>NSC indicates previously unreported enrollment (Withdrew):  (Jan 2018 start),1559
003f400000KvxVdAAJ,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jan 2019 start),17
003f400000KvxVdAAJ,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Jun 2017 start),16
003f400000KvxL4AAJ,True,<Changed>New unreported graduation (was Attending): Menlo College (May 2020),1889
003f400000KvxL4AAJ,True,<Changed>New unreported left college: Menlo College (Jan 2015 start),1888
003f400000KvxTBAAZ,True,<Not changed>Graduation not confirmed (Attending in NSC): University of California-Riverside (Sep 2016 start),3052
003f40000169hvzAAA,True,<Not changed>NSC indicates still attending (currently Withdrew): Central Washington University (Jan 2020 start currently 06/12/2020 end),1806
003f400001EuTsRAAV,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jan 2020 start),3879
003f400000KvxOIAAZ,True,<Changed>New unreported left college: Canada College (Jan 2018 start),2570
003f400000KvxWaAAJ,True,<Changed>New unreported left college: San Jose City College (Sep 2018 start),2855
003f400000KvxWaAAJ,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jan 2020 start),2858
003f400000KvxWaAAJ,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Jan 2018 start),2857
003f400000KvxWaAAJ,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Aug 2016 start),2856
003f400000TlTKqAAN,True,<Changed>New unreported left college: Humboldt State University (Aug 2018 start),2759
003f400000KvxfqAAB,True,<Added>NSC indicates previously unreported enrollment (Graduated):  (Sep 2017 start),390
003f400000KvxK8AAJ,True,<Not changed>Graduation not confirmed (Attending in NSC): University of California-Davis (Oct 2014 start),3005
003f400000KvxdjAAB,True,<Not changed>NSC indicates still attending (currently Transferred out): University of California-Irvine (Sep 2017 start currently 10/17/2019 end),639
003f400000KvxdjAAB,True,<Changed>New unreported left college: San Jose City College (Jun 2018 start),638
003f400000KvxdjAAB,True,<Changed>New unreported left college: Mission College (May 2018 start),636
003f400000TlTKAAA3,True,<Changed>New unreported left college: Sacramento City College (Aug 2018 start),2746
003f400000KvxKGAAZ,True,<Changed>New unreported left college: Canada College (Jan 2019 start),3099
003f40000169hrnAAA,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2019 start),2466
003f400000TlTQ5AAN,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2018 start),3946
003f400000KvxNeAAJ,True,<Changed>New unreported left college: Arizona State University (May 2018 start),716
003f400000KvxRcAAJ,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2017 start),566
003f400000TlTQcAAN,True,<Changed>New unreported left college: San Francisco State University (Aug 2018 start),2346
003f400000KvxS3AAJ,True,<Not changed>Graduation not confirmed (Attending in NSC): Western University of Health Sciences (Jun 2019 start),3890
003f400000KvxS3AAJ,True,<Changed>New unreported left college: Mt. San Antonio College (Aug 2018 start),3889
003f400000KvxdcAAB,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2018 start),2030
003f40000169hwCAAQ,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2019 start),1005
003f400000KvxdoAAB,True,<Changed>New unreported left college: San Jose State University (Aug 2017 start),3961
003f400000KvxdoAAB,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2019 start),3963
003f400000KvxdoAAB,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Jun 2018 start),3962
003f400000KvxT4AAJ,True,<Changed>New unreported left college: Foothill College (Sep 2018 start),3677
003f400000KvxLyAAJ,True,<Changed>New unreported left college: College of Alameda (Jan 2019 start),4224
003f400000Kvxd8AAB,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2019 start),364
003f400000Kvxd8AAB,True,<Added>NSC indicates previously unreported enrollment (Withdrew):  (Sep 2017 start),363
003f400000KvxTHAAZ,True,<Changed>New unreported left college: Foothill College (Jun 2016 start),2024
003f400000KvxYcAAJ,True,<Changed>New unreported left college: University of California-Merced (Aug 2017 start),3078
003f400000KvxOfAAJ,True,<Changed>New unreported left college: College of San Mateo (Mar 2019 start),3852
003f400000TlTL6AAN,True,<Not changed>Graduation not confirmed (Attending in NSC): Foothill College (Sep 2018 start),2509
003f40000169uEdAAI,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2019 start),237
003f400000KvxIwAAJ,True,<Changed>New unreported left college: Lake Tahoe Community College (Jan 2019 start),539
003f400000KvxXZAAZ,True,<Changed>New unreported left college: Sonoma State University (Aug 2017 start),982
003f40000169hrrAAA,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2020 start),613
003f400000KvxR9AAJ,True,<Changed>New unreported left college: De Anza College (Jul 2018 start),1852
003f400000KvxY2AAJ,True,<Changed>New unreported left college: Canada College (Jan 2019 start),997
003f400000KvxY2AAJ,True,<Changed>New unreported left college: Gavilan College (May 2019 start),996
003f400000KvxY2AAJ,True,<Changed>New unreported left college: Palo Verde College (Aug 2018 start),992
003f400000KvxY2AAJ,True,<Changed>New unreported left college: De Anza College (Jul 2018 start),991
003f400000KvxXLAAZ,True,<Changed>New unreported left college: Foothill College (Sep 2018 start),2774
003f400000KvxXpAAJ,True,<Changed>New unreported left college: Foothill College (Sep 2017 start),814
003f400000TlTM6AAN,True,<Changed>New unreported left college: College of San Mateo (Aug 2018 start),1211
003f400000KvxUtAAJ,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Jun 2018 start),327
003f400000KvxUtAAJ,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Jun 2017 start),326
003f400000KvxPmAAJ,True,<Not changed>Graduation not confirmed (Attending in NSC): Santa Clara University (Jun 2020 start),2345
003f400000KvxIfAAJ,True,<Not changed>NSC indicates still attending (currently Withdrew): College of San Mateo (Aug 2017 start currently 05/24/2018 end),3302
003f400000KvxS0AAJ,True,<Changed>New unreported left college: Mission College (Jan 2019 start),3717
003f400000KvxPlAAJ,True,<Changed>New unreported left college: Canada College (Aug 2015 start),3878
003f400000TlTK3AAN,True,<Changed>New unreported left college: Sacramento City College (Aug 2018 start),2499
003f400000KvxSJAAZ,True,<Changed>New unreported left college: Coastline Community College (Aug 2018 start),3359
003f400000KvxeyAAB,True,<Changed>New unreported left college: Skyline College (Jun 2018 start),1104
003f400000TlTKiAAN,True,<Changed>New unreported left college: Humboldt State University (Aug 2018 start),1063
003f400000TlTKGAA3,True,<Changed>New unreported left college: Menlo College (Aug 2018 start),1551
003f400000KvxQQAAZ,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Jun 2017 start),933
003f400000KvxRlAAJ,True,<Changed>New unreported left college: Seattle Community College-Central Campus (Jun 2018 start),2375
003f400000KvxYKAAZ,True,<Changed>New unreported left college: Chabot College (May 2018 start),2012
003f400000KvxR6AAJ,True,<Changed>New unreported left college: San Jose City College (Sep 2017 start),3025
003f400000KvxMYAAZ,True,<Changed>New unreported left college: Kauai Community College (Aug 2018 start),1442
003f400000KvxPpAAJ,True,<Changed>New unreported left college: Foothill College (Jul 2018 start),3206
003f400000KvxfyAAB,True,<Added>NSC indicates previously unreported enrollment (Withdrew):  (Sep 2017 start),2088
003f400000TlTPsAAN,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2019 start),2852
003f40000169hrYAAQ,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2020 start),338
003f400000TlTPIAA3,True,<Changed>New unreported left college: Notre Dame de Namur University (Aug 2018 start),1584
003f400000TlTPIAA3,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2019 start),1583
003f400000TlTPkAAN,True,<Changed>New unreported left college: Mission College (May 2018 start),413
003f400000TlTKSAA3,True,<Changed>New unreported left college: Humboldt State University (Aug 2018 start),4099
003f400000KvxKcAAJ,True,<Changed>New unreported left college: Foothill College (Jan 2019 start),1929
003f400000TlTPmAAN,True,<Changed>New unreported left college: Sacramento City College (Aug 2018 start),2159
003f400000KvxP8AAJ,True,<Not changed>Graduation not confirmed (Attending in NSC): Canada College (Jan 2020 start),1621
003f400000KvxP8AAJ,True,<Changed>New unreported left college: Canada College (Aug 2017 start),1620
003f400000KvxTNAAZ,True,<Not changed>Graduation not confirmed (Attending in NSC): University of California-Santa Barbara (Jun 2016 start),2592
003f400000KvxULAAZ,True,<Changed>New unreported left college: Ohlone Community College (Jan 2018 start),2272
003f400000KvxRyAAJ,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Jan 2018 start),564
003f400000KvxRyAAJ,True,<Added>NSC indicates previously unreported enrollment (Withdrew):  (Jan 2017 start),563
003f400000TlTKBAA3,True,<Changed>New unreported left college: Canada College (Aug 2018 start),2275
003f400000KvxWCAAZ,True,<Changed>New unreported left college: De Anza College (Sep 2018 start),3695
003f40000169hqPAAQ,True,<Not changed>NSC indicates still attending (currently Withdrew): Johnson & Wales University-Providence (Aug 2020 start currently 09/15/2020 end),1967
003f400000OdnFYAAZ,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2018 start),2575
003f400000KvxU7AAJ,True,<Changed>New unreported graduation (was Withdrew): Wesleyan University (May 2020),2614
003f400000KvxWjAAJ,True,<Not changed>Graduation not confirmed (Attending in NSC): University of California-Davis (Sep 2018 start),777
003f400000KvxWjAAJ,True,<Changed>New unreported left college: San Jose City College (Aug 2016 start),775
003f400000KvxWjAAJ,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Jan 2018 start),776
003f400000KvxQXAAZ,True,<Added>NSC indicates previously unreported enrollment (Withdrew):  (Sep 2018 start),2659
003f400000Kvxe5AAB,True,<Changed>New unreported left college: De Anza College (Apr 2019 start),4203
003f400000Kvxe5AAB,True,<Changed>New unreported left college: San Francisco State University (Aug 2017 start),4200
003f400000Kvxe5AAB,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Jun 2018 start),4202
003f400000KvxNEAAZ,True,<Changed>New unreported left college: Foothill College (Jul 2018 start),1382
003f40000169uERAAY,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jan 2020 start),405
003f400000KvxfiAAB,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2017 start),2479
003f400000KvxP2AAJ,True,<Changed>New unreported left college: Canada College (Aug 2015 start),3546
003f400000TlTL3AAN,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2019 start),3665
003f400000TlTPxAAN,True,<Changed>New unreported left college: California State University-Monterey Bay (Aug 2018 start),917
003f400000KvxKoAAJ,True,<Changed>New unreported graduation (was Transferred out): College of San Mateo (May 2018),3985
003f400000KvxPPAAZ,True,<Changed>New unreported left college: Skyline College (Jan 2019 start),631
003f400000OdnFjAAJ,True,<Changed>New unreported left college: California State University-East Bay (Aug 2018 start),719
003f40000169hqWAAQ,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2019 start),860
003f400000KvyByAAJ,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Sep 2018 start),3910
003f400000KvyByAAJ,True,<Added>NSC indicates previously unreported enrollment (Withdrew):  (Sep 2017 start),3909
003f400000KvxVFAAZ,True,<Added>NSC indicates previously unreported enrollment (Withdrew):  (Sep 2017 start),1395
003f400000KvxVFAAZ,True,<Added>NSC indicates previously unreported enrollment (Withdrew):  (Aug 2016 start),1394
003f400000KvxVeAAJ,True,<Added>NSC indicates previously unreported enrollment (Withdrew):  (Jan 2017 start),2450
003f400000KvxdQAAR,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jan 2019 start),147
003f400000KvxVoAAJ,True,<Changed>New unreported left college: University of California-Merced (Aug 2016 start),4100
003f400000KvxVoAAJ,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Sep 2018 start),4102
003f400000TlTSbAAN,True,<Changed>New unreported left college: Sonoma State University (Aug 2018 start),1741
003f400000KvxPSAAZ,True,<Changed>New unreported left college: Harvard University (Jun 2018 start),80
003f40000169hvFAAQ,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2020 start),3144
003f400000Kvxe3AAB,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Jun 2018 start),419
003f400000KvxQUAAZ,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2019 start),1833
003f400000KvxQUAAZ,True,<Added>NSC indicates previously unreported enrollment (Withdrew):  (Sep 2018 start),1832
003f400000KvxVGAAZ,True,<Changed>New unreported left college: West Valley College (Aug 2016 start),3569
003f400000KvxVGAAZ,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2018 start),3570
003f400000TlTKDAA3,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jan 2019 start),2256
003f400000KvxWXAAZ,True,<Added>NSC indicates previously unreported enrollment (Graduated):  (Sep 2018 start),2560
003f400000KvxWXAAZ,True,<Added>NSC indicates previously unreported enrollment (Withdrew):  (Jan 2017 start),2559
003f400000KvxOHAAZ,True,<Not changed>NSC indicates still attending (currently Withdrew): Foothill College (Sep 2016 start currently 01/10/2020 end),1655
003f400000TlTLeAAN,True,<Not changed>NSC indicates still attending (currently Withdrew): Skyline College (Aug 2018 start currently 07/01/2019 end),3861
003f400000KvxOjAAJ,True,<Not changed>Graduation not confirmed (Attending in NSC): San Francisco State University (Aug 2018 start),398
003f400000KvxPWAAZ,True,<Changed>New unreported left college: Canada College (Aug 2015 start),2196
003f400000KvxIWAAZ,True,<Changed>New unreported graduation (was Withdrew): University of California-Davis (Mar 2018),3429
003f400000KvxKUAAZ,True,<Changed>New unreported graduation (was Attending): California State University-East Bay (Jun 2019),1375
003f400000KvxRzAAJ,True,<Not changed>Graduation not confirmed (Attending in NSC): De Anza College (Jun 2020 start),29
003f400000KvxRzAAJ,True,<Changed>New unreported left college: De Anza College (Jun 2015 start),28
003f40000169i0sAAA,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2020 start),1649
003f400000Kvx49AAB,True,<Changed>New unreported left college: Skyline College (Jun 2018 start),1819
003f400000KvxVJAAZ,True,<Changed>New unreported left college: De Anza College (Apr 2019 start),778
003f400000KvxdlAAB,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2017 start),1945
003f400000KvxVRAAZ,True,<Changed>New unreported left college: San Jose City College (Jan 2019 start),48
003f400000KvxVRAAZ,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jan 2020 start),55
003f400000KvxVRAAZ,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2019 start),54
003f400000KvxVRAAZ,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Jan 2018 start),53
003f400000KvxVRAAZ,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Jan 2017 start),52
003f400000KvxX8AAJ,True,<Changed>New unreported left college: Foothill College (Jul 2018 start),2935
003f400000KvxWNAAZ,True,<Changed>New unreported left college: Clovis Community College (NM) (Aug 2016 start),2134
003f400000KvxWNAAZ,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2019 start),2136
003f400000KvxWNAAZ,True,<Added>NSC indicates previously unreported enrollment (Withdrew):  (Jan 2018 start),2135
003f400000KvxYHAAZ,True,<Changed>New unreported left college: Skyline College (Aug 2018 start),3953
003f400000KvxPZAAZ,True,<Changed>New unreported left college: De Anza College (Apr 2019 start),4194
003f40000169hxTAAQ,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2019 start),402
003f400000KvxUkAAJ,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Aug 2016 start),1734
003f40000169hzVAAQ,True,<Not changed>NSC indicates still attending (currently Withdrew): Sonoma State University (Aug 2019 start currently 09/29/2020 end),3388
003f400000KvxZ3AAJ,True,<Changed>New unreported left college: Mills College (Aug 2017 start),3792
003f400000TlTSmAAN,True,<Changed>New unreported left college: Skyline College (Aug 2018 start),930
003f400000TlTOvAAN,True,<Changed>New unreported left college: California State University-Sacramento (Aug 2018 start),611
003f400000KvxdSAAR,True,<Changed>New unreported left college: San Jose City College (Sep 2018 start),2446
003f400000KvyA3AAJ,True,<Changed>New unreported left college: San Jose City College (Jun 2018 start),941
003f400000KvyA3AAJ,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Jun 2017 start),943
003f400000KvxUlAAJ,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jan 2020 start),2342
003f400000KvxdMAAR,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2019 start),2798
003f400000KvxdMAAR,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Jun 2018 start),2797
003f400000KvxQZAAZ,True,<Added>NSC indicates previously unreported enrollment (Withdrew):  (Aug 2016 start),1284
003f40000169i0oAAA,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jan 2020 start),406
003f400000TlTLYAA3,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2019 start),61
003f400000KvxKJAAZ,True,<Changed>New unreported left college: Seattle Community College-North Campus (Jun 2018 start),707
003f400000KvxX5AAJ,True,<Changed>New unreported left college: Canada College (Feb 2019 start),1054
003f400000KvxILAAZ,True,<Changed>New unreported left college: College of San Mateo (Jan 2019 start),3521
003f400000TlTMHAA3,True,<Changed>New unreported left college: Humboldt State University (Aug 2018 start),1305
003f40000169hyxAAA,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2019 start),1639
003f400000KvxJ6AAJ,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Jan 2014 start),4107
003f400000xFjyWAAS,True,<Changed>New unreported left college: Foothill College (Sep 2018 start),4071
003f400000KvxgJAAR,True,<Added>NSC indicates previously unreported enrollment (Withdrew):  (Sep 2017 start),1045
003f400000KvxWWAAZ,True,<Not changed>Graduation not confirmed (Attending in NSC): California State University-Sacramento (Aug 2016 start),3443
003f40000169uEZAAY,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2019 start),1051
003f400000TlTRmAAN,True,<Not changed>NSC indicates still attending (currently Withdrew): Foothill College (Sep 2018 start currently 01/19/2020 end),1220
003f400000KvxSdAAJ,True,<Changed>New unreported left college: Canada College (Aug 2018 start),4214
003f400000Kvxd0AAB,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Sep 2018 start),2031
003f400000KvxWBAAZ,True,<Changed>New unreported left college: De Anza College (Jul 2018 start),2178
003f400000KvxRIAAZ,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2019 start),1323
003f400000KvxRIAAZ,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Sep 2018 start),1322
003f400000KvxRIAAZ,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Aug 2015 start),1321
003f400000TlTT0AAN,True,<Changed>New unreported left college: California State University-Channel Islands (Aug 2018 start),1923
003f400000KvxeBAAR,True,<Changed>New unreported left college: San Jose City College (Sep 2018 start),1681
003f400000KvxeBAAR,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Sep 2017 start),1683
003f400000KvxdXAAR,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2017 start),1738
003f400000KvxMVAAZ,True,<Changed>New unreported left college: College of San Mateo (Jun 2018 start),3924
003f40000169i0CAAQ,True,<Not changed>NSC indicates still attending (currently Withdrew): Skyline College (Jan 2020 start currently 10/06/2020 end),4105
003f400000KvxUUAAZ,True,<Changed>New unreported left college: College of San Mateo (Jan 2018 start),1555
003f400000KvxJPAAZ,True,<Changed>New unreported left college: College of San Mateo (Jun 2018 start),583
003f400000KvxTVAAZ,True,<Not changed>Graduation not confirmed (Attending in NSC): University of California-Berkeley (Aug 2016 start),1482
003f400000TlTScAAN,True,<Changed>New unreported left college: Canada College (Aug 2018 start),3267
003f400000KvxQmAAJ,True,<Changed>New unreported left college: De Anza College (Sep 2017 start),4162
003f400000KvxQmAAJ,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jan 2019 start),4160
003f400000KvxUCAAZ,True,<Changed>New unreported left college: Berkeley City College (Aug 2018 start),3774
003f400000KvxWPAAZ,True,<Added>NSC indicates previously unreported enrollment (Withdrew):  (Jan 2018 start),550
003f400000xFjygAAC,True,<Not changed>Graduation not confirmed (Attending in NSC): The Evergreen State College (Sep 2016 start),1531
003f400000KvxQ7AAJ,True,<Changed>New unreported left college: College of San Mateo (Aug 2018 start),2413
003f400000KvxfrAAB,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jan 2019 start),3638
003f400000KvxfrAAB,True,<Added>NSC indicates previously unreported enrollment (Withdrew):  (Jan 2018 start),3637
003f400000TlTRZAA3,True,<Added>NSC indicates previously unreported enrollment (Withdrew):  (Sep 2018 start),3823
003f400000KvxKyAAJ,True,<Changed>New unreported left college: Skyline College (Feb 2019 start),489
003f400000KvxKyAAJ,True,<Changed>New unreported left college: Canada College (Aug 2018 start),488
003f400000TlTOyAAN,True,<Changed>New unreported left college: University of California-Merced (Aug 2018 start),4043
003f40000169i18AAA,True,<Not changed>NSC indicates still attending (currently Withdrew): Seattle Community College-Central Campus (Jun 2019 start currently 11/10/2020 end),1308
003f400000KvxR8AAJ,True,<Changed>New unreported left college: San Jose City College (Sep 2018 start),44
003f400000KvxKhAAJ,True,<Changed>New unreported left college: Cosumnes River College (Aug 2018 start),806
003f400001XsrrFAAR,True,<Not changed>NSC indicates still attending (currently Withdrew): De Anza College (Jun 2020 start currently 10/01/2020 end),1974
003f400000KvxQgAAJ,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Jun 2016 start),3002
003f400000KvxcuAAB,True,<Not changed>NSC indicates still attending (currently Withdrew): Canada College (Jan 2020 start currently 10/01/2020 end),601
003f400000KvxcuAAB,True,<Changed>New unreported left college: California State University-Long Beach (Aug 2017 start),603
003f400000TlTKaAAN,True,<Not changed>NSC indicates still attending (currently Withdrew): Arizona State University (Aug 2018 start currently 07/02/2019 end),1893
003f400000KvxgHAAR,True,<Changed>New unreported left college: San Jose State University (Aug 2017 start),3003
003f400000TlTMoAAN,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2020 start),21
003f400000KvxOKAAZ,True,<Changed>New unreported left college: College of San Mateo (Jan 2019 start),3148
003f400000KvxOKAAZ,True,<Changed>New unreported left college: Canada College (Jan 2018 start),3146
