Case,Student__c,College__c,Start_Date__c,End_Date__c,Date_Last_Verified__c,Status__c,Degree_Type__c,Data_Source__c,Degree_Text__c,Major_Text__c,Index,Student__c,College__c,Start_Date__c,End_Date__c,Date_Last_Verified__c,Status__c,Degree_Type__c,Data_Source__c,Degree_Text__c,Major_Text__c,Id,Withdrawal_reason__c,Withdrawal_code__c,Index
Perfect Match,003f400000KvxGlAAJ,001f400000Lvi07AAB,2018-05-25,2018-05-25,2018-11-28,Graduated,Associate's,NSC,ASSOCIATE IN SCIENCE-TRANSFER,ADMINISTRATION OF JUSTICE,688,003f400000KvxGlAAJ,001f400000Lvi07AAB,2018-05-25,2018-05-25,2018-11-28,Graduated,Associate's,NSC,ASSOCIATE IN SCIENCE-TRANSFER,ADMINISTRATION OF JUSTICE,a02f400000Bli4tAAB,,,2629
Perfect Match,003f400000KvxGlAAJ,001f400000Lvi07AAB,2017-06-13,2017-06-19,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,687,003f400000KvxGlAAJ,001f400000Lvi07AAB,2017-06-13,2017-06-19,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n6tSAAQ,,,650
Perfect Match,003f400000KvxGlAAJ,001f400000Lvi07AAB,2016-08-22,2016-12-13,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,686,003f400000KvxGlAAJ,001f400000Lvi07AAB,2016-08-22,2016-12-13,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6tRAAQ,,,649
Perfect Match,003f400000KvxGlAAJ,001f400000Lvi07AAB,2014-01-13,2015-06-01,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,685,003f400000KvxGlAAJ,001f400000Lvi07AAB,2014-01-13,2015-06-01,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6tQAAQ,,,648
Perfect Match,003f400000KvxGlAAJ,001f400000Lvi07AAB,2013-06-17,2013-08-10,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,684,003f400000KvxGlAAJ,001f400000Lvi07AAB,2013-06-17,2013-08-10,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6tPAAQ,,,647
Perfect Match,003f400000KvxGlAAJ,001f400000LvhQWAAZ,2014-08-25,2014-10-20,2018-11-28,Transferred out,Bachelor's,NSC,,,683,003f400000KvxGlAAJ,001f400000LvhQWAAZ,2014-08-25,2014-10-20,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n6tOAAQ,,,646
Perfect Match,003f400000KvxGlAAJ,001f400000LvhQWAAZ,2012-08-27,2013-12-21,2018-11-28,Transferred out,Bachelor's,NSC,,,682,003f400000KvxGlAAJ,001f400000LvhQWAAZ,2012-08-27,2013-12-21,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n6tNAAQ,,,645
Perfect Match,003f400000KvxGlAAJ,001f400000Lvhz1AAB,2016-09-26,2016-09-28,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,681,003f400000KvxGlAAJ,001f400000Lvhz1AAB,2016-09-26,2016-09-28,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6tMAAQ,,,644
Perfect Match,003f400000KvxGlAAJ,001f400000LvhyZAAR,2015-06-15,2016-05-24,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,680,003f400000KvxGlAAJ,001f400000LvhyZAAR,2015-06-15,2016-05-24,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6tLAAQ,,,643
Perfect Match,003f400000KvxecAAB,001f400000LvhyeAAB,2017-08-16,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,522,003f400000KvxecAAB,001f400000LvhyeAAB,2017-08-16,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n72EAAQ,,,1042
Perfect Match,003f400000KvxJxAAJ,001f400000LvhyZAAR,2017-08-16,2017-12-16,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,1028,003f400000KvxJxAAJ,001f400000LvhyZAAR,2017-08-16,2017-12-16,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n71uAAA,,,1032
Perfect Match,003f400000KvxJxAAJ,001f400000LvhyZAAR,2016-08-17,2016-12-07,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,1027,003f400000KvxJxAAJ,001f400000LvhyZAAR,2016-08-17,2016-12-07,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n71tAAA,,,1031
Perfect Match,003f400000KvxJxAAJ,001f400000LvhOLAAZ,2013-08-26,2014-12-03,2018-11-28,Transferred out,Bachelor's,NSC,,,1026,003f400000KvxJxAAJ,001f400000LvhOLAAZ,2013-08-26,2014-12-03,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n71vAAA,,,1033
Perfect Match,003f400000KvxJxAAJ,001f400000Lvhz1AAB,2015-04-06,2016-06-24,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,1025,003f400000KvxJxAAJ,001f400000Lvhz1AAB,2015-04-06,2016-06-24,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n71sAAA,,,1030
Perfect Match,003f400000KvxHrAAJ,001f400000Lvi0MAAR,2013-08-19,2015-05-20,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,953,003f400000KvxHrAAJ,001f400000Lvi0MAAR,2013-08-19,2015-05-20,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6m0AAA,,,326
Perfect Match,003f400000KvxHrAAJ,001f400000LvhQWAAZ,2018-06-04,,2018-11-28,Attending,Bachelor's,NSC,,,952,003f400000KvxHrAAJ,001f400000LvhQWAAZ,2018-06-04,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000BlhyzAAB,,,2263
Perfect Match,003f400000KvxHrAAJ,001f400000LvhQWAAZ,2014-06-09,2017-05-16,2018-11-28,Transferred out,Bachelor's,NSC,,,951,003f400000KvxHrAAJ,001f400000LvhQWAAZ,2014-06-09,2017-05-16,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n6m2AAA,,,328
Perfect Match,003f400000KvxHrAAJ,001f400000LvhQWAAZ,2012-08-27,2013-05-24,2018-11-28,Transferred out,Bachelor's,NSC,,,950,003f400000KvxHrAAJ,001f400000LvhQWAAZ,2012-08-27,2013-05-24,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n6m1AAA,,,327
Perfect Match,003f400000KvxHrAAJ,001f400000LvhyhAAB,2017-01-17,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,949,003f400000KvxHrAAJ,001f400000LvhyhAAB,2017-01-17,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n6m3AAA,,,329
Perfect Match,003f400000TlTSkAAN,001f400000LvhPSAAZ,2018-09-22,,2018-11-28,Attending,Bachelor's,NSC,,,1878,003f400000TlTSkAAN,001f400000LvhPSAAZ,2018-09-22,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli8YAAR,,,2856
Perfect Match,003f400000KvxcjAAB,001f400000LvhQTAAZ,2017-09-06,,2018-11-28,Attending,Bachelor's,NSC,,,788,003f400000KvxcjAAB,001f400000LvhQTAAZ,2017-09-06,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n7DwAAI,,,1593
Perfect Match,003f400000Kvxd0AAB,001f400000LvhQBAAZ,2017-08-28,2018-05-03,2018-11-28,Transferred out,Bachelor's,NSC,,,1903,003f400000Kvxd0AAB,001f400000LvhQBAAZ,2017-08-28,2018-05-03,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n72NAAQ,,,1049
(NSC only) New attending enrollment,003f400000Kvxd0AAB,001f400000LvhyxAAB,2018-09-04,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,1902
Perfect Match,003f400000KvxfRAAR,001f400000Lvi0MAAR,2018-06-11,2018-09-03,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,455,003f400000KvxfRAAR,001f400000Lvi0MAAR,2018-06-11,2018-09-03,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f400000BlhzDAAR,,,2277
Perfect Match,003f400000KvxfRAAR,001f400000LvhefAAB,2017-09-05,2018-05-10,2018-11-28,Transferred out,Bachelor's,NSC,,,454,003f400000KvxfRAAR,001f400000LvhefAAB,2017-09-05,2018-05-10,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n6yIAAQ,,,872
Perfect Match,003f400000KvxcgAAB,001f400000Lvhq2AAB,2017-08-28,,2018-11-28,Attending,Bachelor's,NSC,,,1445,003f400000KvxcgAAB,001f400000Lvhq2AAB,2017-08-28,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6xyAAA,,,852
Perfect Match,003f400000TlTKCAA3,001f400000LvhPNAAZ,2018-09-24,,2018-11-28,Attending,Bachelor's,NSC,,,824,003f400000TlTKCAA3,001f400000LvhPNAAZ,2018-09-24,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000BlhzyAAB,,,2324
Perfect Match,003f400000TlTRmAAN,001f400000Lvhz1AAB,2018-09-24,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,732,003f400000TlTRmAAN,001f400000Lvhz1AAB,2018-09-24,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli6bAAB,,,2735
Perfect Match,003f400000KvxOnAAJ,001f400000LvhR3AAJ,2015-09-14,2017-05-04,2018-11-28,Transferred out,Bachelor's,NSC,,,299,003f400000KvxOnAAJ,001f400000LvhR3AAJ,2015-09-14,2017-05-04,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n6vrAAA,,,748
Perfect Match,003f400000KvxOnAAJ,001f400000Lvi07AAB,2018-08-16,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,298,003f400000KvxOnAAJ,001f400000Lvi07AAB,2018-08-16,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Blhz2AAB,,,2266
Perfect Match,003f400000KvxOnAAJ,001f400000Lvi07AAB,2017-08-16,2017-12-16,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,297,003f400000KvxOnAAJ,001f400000Lvi07AAB,2017-08-16,2017-12-16,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n6vsAAA,,,749
Perfect Match,003f400000KvxdUAAR,001f400000LvhyrAAB,2017-09-25,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,1454,003f400000KvxdUAAR,001f400000LvhyrAAB,2017-09-25,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n7JDAAY,,,1853
Perfect Match,003f400000KvxIeAAJ,001f400000Lvho6AAB,2013-08-26,2014-05-16,2018-11-28,Withdrew,Bachelor's,NSC,,,106,003f400000KvxIeAAJ,001f400000Lvho6AAB,2013-08-26,2014-05-16,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n7O6AAI,,,2030
Perfect Match,003f400000KvxFoAAJ,001f400000LvhefAAB,2011-09-06,2015-05-20,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,ECONOMICS,126,003f400000KvxFoAAJ,001f400000LvhefAAB,2011-09-06,2015-05-20,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,ECONOMICS,a02f4000006n7CcAAI,,,1531
Perfect Match,003f400000KvxFoAAJ,001f400000LvhQBAAZ,2012-05-14,2012-06-30,2018-11-28,Transferred out,Bachelor's,NSC,,,125,003f400000KvxFoAAJ,001f400000LvhQBAAZ,2012-05-14,2012-06-30,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n7CdAAI,,,1532
Perfect Match,003f400000KvxJZAAZ,001f400000LviGCAAZ,2018-09-19,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,2020,003f400000KvxJZAAZ,001f400000LviGCAAZ,2018-09-19,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli2pAAB,,,2501
Perfect Match,003f400000KvxJZAAZ,001f400000LvhyZAAR,2017-01-17,2017-05-18,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,2019,003f400000KvxJZAAZ,001f400000LvhyZAAR,2017-01-17,2017-05-18,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n76oAAA,,,1263
Perfect Match,003f400000KvxJZAAZ,001f400000LvhQWAAZ,2013-08-26,2014-05-23,2018-11-28,Withdrew,Bachelor's,NSC,,,2018,003f400000KvxJZAAZ,001f400000LvhQWAAZ,2013-08-26,2014-05-23,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n76pAAA,,,1264
Perfect Match,003f400000KvxJZAAZ,001f400000LvhyhAAB,2015-08-17,2015-12-20,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,2017,003f400000KvxJZAAZ,001f400000LvhyhAAB,2015-08-17,2015-12-20,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n76qAAA,,,1265
Perfect Match,003f400000TlTPNAA3,001f400000LvhPNAAZ,2018-09-24,,2018-11-28,Attending,Bachelor's,NSC,,,378,003f400000TlTPNAA3,001f400000LvhPNAAZ,2018-09-24,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Blhz3AAB,,,2267
Perfect Match,003f400000KvxQ4AAJ,001f400000LvhQBAAZ,2015-09-02,,2018-11-28,Attending,Bachelor's,NSC,,,1160,003f400000KvxQ4AAJ,001f400000LvhQBAAZ,2015-09-02,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n78OAAQ,,,1339
Perfect Match,003f400000KvxWTAAZ,001f400000LvhPFAAZ,2016-08-20,,2018-11-28,Attending,Bachelor's,NSC,,,2449,003f400000KvxWTAAZ,001f400000LvhPFAAZ,2016-08-20,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6ovAAA,,,460
Perfect Match,003f400000KvxO7AAJ,001f400000Lvhz1AAB,2017-01-09,2017-03-31,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,161,003f400000KvxO7AAJ,001f400000Lvhz1AAB,2017-01-09,2017-03-31,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n7AlAAI,,,1449
Perfect Match,003f400000KvxO7AAJ,001f400000LvhyZAAR,2016-08-17,2016-12-08,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,160,003f400000KvxO7AAJ,001f400000LvhyZAAR,2016-08-17,2016-12-08,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n7AmAAI,,,1450
Perfect Match,003f400000KvxPHAAZ,001f400000LvhivAAB,2015-08-20,,2018-11-28,Attending,Bachelor's,NSC,,,2771,003f400000KvxPHAAZ,001f400000LvhivAAB,2015-08-20,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n7OFAAY,,,2037
Perfect Match,003f400000KvxeMAAR,001f400000Lvi07AAB,2018-06-11,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,2472,003f400000KvxeMAAR,001f400000Lvi07AAB,2018-06-11,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli4HAAR,,,2591
Perfect Match,003f400000KvxeMAAR,001f400000LvhPKAAZ,2017-08-28,,2018-11-28,Attending,Bachelor's,NSC,,,2471,003f400000KvxeMAAR,001f400000LvhPKAAZ,2017-08-28,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n7PHAAY,,,2088
Perfect Match,003f400000KvxRUAAZ,001f400000LvhQYAAZ,2015-08-20,2017-05-16,2018-11-28,Withdrew,Bachelor's,NSC,,,432,003f400000KvxRUAAZ,001f400000LvhQYAAZ,2015-08-20,2017-05-16,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n7IGAAY,,,1804
Perfect Match,003f400000KvxfqAAB,001f400000LvhyxAAB,2017-09-05,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,1685,003f400000KvxfqAAB,001f400000LvhyxAAB,2017-09-05,,2017-08-19,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n7K4AAI,,,1870
Perfect Match,003f400000KvxJBAAZ,001f400000Lvi07AAB,2013-08-19,2015-12-11,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,2252,003f400000KvxJBAAZ,001f400000Lvi07AAB,2013-08-19,2015-12-11,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n6fKAAQ,,,27
Perfect Match,003f400000KvxW5AAJ,001f400000LvhQBAAZ,2016-08-29,,2018-11-28,Attending,Bachelor's,NSC,,,40,003f400000KvxW5AAJ,001f400000LvhQBAAZ,2016-08-29,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n7E8AAI,,,1605
Perfect Match,003f400000KvxQfAAJ,001f400000LvhPGAAZ,2015-09-24,,2018-11-28,Attending,Bachelor's,NSC,,,974,003f400000KvxQfAAJ,001f400000LvhPGAAZ,2015-09-24,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6joAAA,,,232
Perfect Match,003f400000KvxQfAAJ,001f400000LvhyxAAB,2016-06-20,2016-07-28,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,973,003f400000KvxQfAAJ,001f400000LvhyxAAB,2016-06-20,2016-07-28,2017-08-19,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6jpAAA,,,233
Perfect Match,003f400000KvxWhAAJ,001f400000LvhPGAAZ,2016-06-20,2017-03-19,2018-11-28,Transferred out,Bachelor's,NSC,,,894,003f400000KvxWhAAJ,001f400000LvhPGAAZ,2016-06-20,2017-03-19,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n7EmAAI,,,1638
Perfect Match,003f400000KvxWhAAJ,001f400000LvhyrAAB,2017-04-10,2017-07-17,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,893,003f400000KvxWhAAJ,001f400000LvhyrAAB,2017-04-10,2017-07-17,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n7EoAAI,,,1640
Unreported left college (was Attending),003f400000KvxWhAAJ,001f400000LvhyxAAB,2017-09-05,2017-12-21,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,892,003f400000KvxWhAAJ,001f400000LvhyxAAB,2017-09-05,,2017-08-19,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n7EnAAI,,,1639
Perfect Match,003f400000TlTSwAAN,001f400000LvhP6AAJ,2018-09-13,,2018-11-28,Attending,Bachelor's,NSC,,,1746,003f400000TlTSwAAN,001f400000LvhP6AAJ,2018-09-13,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli12AAB,,,2390
Perfect Match,003f400000KvxOuAAJ,001f400000Lvi07AAB,2015-08-17,2017-05-18,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,941,003f400000KvxOuAAJ,001f400000Lvi07AAB,2015-08-17,2017-05-18,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n746AAA,,,1136
Perfect Match,003f400000KvxOuAAJ,001f400000Lvhz1AAB,2017-09-25,2018-03-30,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,940,003f400000KvxOuAAJ,001f400000Lvhz1AAB,2017-09-25,2018-03-30,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f400000Bli4SAAR,,,2602
Perfect Match,003f400000KvxTvAAJ,001f400000LvhPOAAZ,2016-09-22,,2018-11-28,Attending,Bachelor's,NSC,,,2032,003f400000KvxTvAAJ,001f400000LvhPOAAZ,2016-09-22,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n7B7AAI,,,1464
Perfect Match,003f400000KvxVsAAJ,001f400000LvhyrAAB,2016-09-26,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,1064,003f400000KvxVsAAJ,001f400000LvhyrAAB,2016-09-26,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n6fMAAQ,,,28
Perfect Match,003f400000KvxH8AAJ,001f400000Lvi07AAB,2013-06-17,2013-08-10,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,1273,003f400000KvxH8AAJ,001f400000Lvi07AAB,2013-06-17,2013-08-10,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6xsAAA,,,846
Perfect Match,003f400000KvxH8AAJ,001f400000LvhQWAAZ,2012-08-27,2013-12-21,2018-11-28,Transferred out,Bachelor's,NSC,,,1272,003f400000KvxH8AAJ,001f400000LvhQWAAZ,2012-08-27,2013-12-21,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n6xrAAA,,,845
Perfect Match,003f400000KvxH8AAJ,001f400000Lvhz1AAB,2014-09-22,2015-02-23,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,1271,003f400000KvxH8AAJ,001f400000Lvhz1AAB,2014-09-22,2015-02-23,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n6xqAAA,,,844
Perfect Match,003f400000KvxH8AAJ,001f400000LvhyZAAR,2018-01-16,2018-05-25,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,1270,003f400000KvxH8AAJ,001f400000LvhyZAAR,2018-01-16,2018-05-25,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f400000Bli7KAAR,,,2780
Perfect Match,003f400000KvxH8AAJ,001f400000LvhyZAAR,2016-08-17,2016-12-16,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,1269,003f400000KvxH8AAJ,001f400000LvhyZAAR,2016-08-17,2016-12-16,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n6xpAAA,,,843
Perfect Match,003f400000KvxU1AAJ,001f400000LvhPLAAZ,2016-08-17,,2018-11-28,Attending,Bachelor's,NSC,,,1921,003f400000KvxU1AAJ,001f400000LvhPLAAZ,2016-08-17,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n7HDAAY,,,1745
Perfect Match,003f400000KvxOgAAJ,001f400000LvhP6AAJ,2015-09-14,,2018-11-28,Attending,Bachelor's,NSC,,,1063,003f400000KvxOgAAJ,001f400000LvhP6AAJ,2015-09-14,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6h2AAA,,,97
Perfect Match,003f400000KvxSVAAZ,001f400000Lvhz1AAB,2016-09-26,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,2816,003f400000KvxSVAAZ,001f400000Lvhz1AAB,2016-09-26,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n7GxAAI,,,1738
Perfect Match,003f400000KvxJqAAJ,001f400000LvhQlAAJ,2017-08-21,2018-05-11,2018-11-28,Graduated,Master's,NSC,MASTER OF SCIENCE,COMPUTER SCIENCE,1928,003f400000KvxJqAAJ,001f400000LvhQlAAJ,2017-08-21,2018-05-11,2018-11-28,Graduated,Bachelor's,NSC,MASTER OF SCIENCE,COMPUTER SCIENCE,a02f4000006n6jJAAQ,,,203
Perfect Match,003f400000KvxJqAAJ,001f400000LvhQlAAJ,2013-08-26,2017-05-12,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,COMPUTER SCIENCE,1927,003f400000KvxJqAAJ,001f400000LvhQlAAJ,2013-08-26,2017-05-12,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,COMPUTER SCIENCE,a02f4000006n6jIAAQ,,,202
Perfect Match,003f400000KvxGXAAZ,001f400000LvhQiAAJ,2018-01-22,,2018-11-28,Attending,Bachelor's,NSC,,,9,003f400000KvxGXAAZ,001f400000LvhQiAAJ,2018-01-22,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli3hAAB,,,2555
Perfect Match,003f400000KvxGXAAZ,001f400000LvhziAAB,2017-01-18,2017-01-23,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,8,003f400000KvxGXAAZ,001f400000LvhziAAB,2017-01-18,2017-01-23,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n761AAA,,,1222
Perfect Match,003f400000KvxGXAAZ,001f400000LvhivAAB,2011-08-30,2013-01-24,2018-11-28,Withdrew,Bachelor's,NSC,,,7,003f400000KvxGXAAZ,001f400000LvhivAAB,2011-08-30,2013-01-24,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n760AAA,,,1221
Perfect Match,003f400000KvxGXAAZ,001f400000Lvi07AAB,2015-06-01,2015-06-01,2018-11-28,Graduated,Associate's,NSC,ASSOCIATE IN ARTS,SOCIAL SCIENCE,6,003f400000KvxGXAAZ,001f400000Lvi07AAB,2015-06-01,2015-06-01,2018-11-28,Graduated,Associate's,NSC,ASSOCIATE IN ARTS,SOCIAL SCIENCE,a02f4000006n75zAAA,,,1220
Perfect Match,003f400000KvxGXAAZ,001f400000Lvi07AAB,2013-08-19,2014-12-19,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,5,003f400000KvxGXAAZ,001f400000Lvi07AAB,2013-08-19,2014-12-19,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n75yAAA,,,1219
Perfect Match,003f400000KvxGXAAZ,001f400000LvhyZAAR,2015-01-22,2015-06-01,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,4,003f400000KvxGXAAZ,001f400000LvhyZAAR,2015-01-22,2015-06-01,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n75xAAA,,,1218
Perfect Match,003f400000KvxGXAAZ,001f400000LvhyZAAR,2014-06-16,2014-08-09,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,3,003f400000KvxGXAAZ,001f400000LvhyZAAR,2014-06-16,2014-08-09,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n75wAAA,,,1217
Perfect Match,003f400000KvxGXAAZ,001f400000Lvi0GAAR,2017-08-21,2017-12-22,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,2,003f400000KvxGXAAZ,001f400000Lvi0GAAR,2017-08-21,2017-12-22,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n764AAA,,,1225
Perfect Match,003f400000KvxGXAAZ,001f400000Lvi0GAAR,2016-06-20,2017-08-14,2018-11-28,Graduated,Associate's,NSC,"ASSOCIATE IN ARTS FOR TRANSFER, PSYCHOLOGY",PSYCHOLOGY (AA-T),1,003f400000KvxGXAAZ,001f400000Lvi0GAAR,2016-06-20,2017-08-14,2018-11-28,Graduated,Associate's,NSC,"ASSOCIATE IN ARTS FOR TRANSFER, PSYCHOLOGY",PSYCHOLOGY (AA-T),a02f4000006n763AAA,,,1224
Perfect Match,003f400000KvxGXAAZ,001f400000Lvi0GAAR,2015-06-15,2015-08-12,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,0,003f400000KvxGXAAZ,001f400000Lvi0GAAR,2015-06-15,2015-08-12,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n762AAA,,,1223
Perfect Match,003f400000KvxIAAAZ,001f400000LvhyrAAB,2018-01-08,2018-02-13,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,1086,003f400000KvxIAAAZ,001f400000LvhyrAAB,2018-01-08,2018-02-13,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f400000BlhxLAAR,,,2161
